GENE	gene	condition
MECP2	MECP2	Childhood-Onset Epilepsy Panel
MECP2	MECP2	Infantile Epilepsy Panel
MECP2	MECP2	Comprehensive Epilepsy Panel
MED12	MED12	Syndromic Macrocephaly/Overgrowth Panel
MED12	MED12	Marfan/TAAD Sequencing & Del/Dup Panel
MED12	MED12	Marfan Syndrome/TAAD Sequencing Panel
MED25	MED25	Axonal CMT Panel
MED25	MED25	Hereditary Neuropathy Panel
MEF2C	MEF2C	Rett/Angelman Syndrome Panel
MEF2C	MEF2C	STAT Epilepsy Panel
MEF2C	MEF2C	Childhood-Onset Epilepsy Panel
MEF2C	MEF2C	Infantile Epilepsy Panel
MEF2C	MEF2C	Comprehensive Epilepsy Panel
MEFV	MEFV	MEFV Select Exons Sequencing
MEFV	MEFV	Periodic Fever Syndromes Panel (7 genes)
MEGF10	MEGF10	Congenital Myopathies & Muscular Dystrophies Panel
MEGF10	MEGF10	Neuromuscular Disorders Panel
MEN1	MEN1	MEN1 Del/Dup
MEN1	MEN1	MEN1 Gene Sequencing
MEN1	MEN1	MEN1 Gene Sequencing and Del/Dup
MFN2	MFN2	Combined Mito Genome Plus Mito Nuclear Gene Panel
MFN2	MFN2	Comprehensive Mitochondrial Nuclear Gene Panel
MFN2	MFN2	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
MFN2	MFN2	Axonal CMT Panel
MFN2	MFN2	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
MFN2	MFN2	Core CMT Panel
MFN2	MFN2	Hereditary Neuropathy Panel
MFN2	MFN2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
MFSD8	MFSD8	Progressive Myoclonic Epilepsy Panel
MFSD8	MFSD8	Childhood-Onset Epilepsy Panel
MFSD8	MFSD8	Infantile Epilepsy Panel
MFSD8	MFSD8	Comprehensive Epilepsy Panel
MKS1	MKS1	Joubert Syndrome and Related Disorders Panel
MKS1	MKS1	Comprehensive Brain Malformations Panel
MLH1	MLH1	Endometrial Cancer Panel
MLH1	MLH1	Colorectal Cancer Panel
MLH1	MLH1	Pancreatic Cancer Panel
MLH1	MLH1	High/Moderate Risk Panel
MLH1	MLH1	Breast/Ovarian Cancer Panel
MLH1	MLH1	OncoGeneDx Custom Panel
MLH1	MLH1	Comprehensive Cancer Panel
MLH1	MLH1	Lynch/Colorectal High Risk Panel
MLYCD	MLYCD	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
MLYCD	MLYCD	Reflex Del/Dup Testing After MMA and Related Disorders Panel
MLYCD	MLYCD	MLYCD Del/Dup
MLYCD	MLYCD	MLYCD Gene Sequencing
MMAA	MMAA	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
MMAA	MMAA	Reflex Del/Dup Testing After MMA and Related Disorders Panel
MMAA	MMAA	MMAA Del/Dup
MMAA	MMAA	MMAA Gene Sequencing
MMAA	MMAA	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
MMAA	MMAA	Reflex Del/Dup Testing after Hyperammonemia Panel
MMAB	MMAB	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
MMAB	MMAB	Reflex Del/Dup Testing After MMA and Related Disorders Panel
MMAB	MMAB	MMAB Del/Dup
MMAB	MMAB	MMAB Gene Sequencing
MMAB	MMAB	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
MMAB	MMAB	Reflex Del/Dup Testing after Hyperammonemia Panel
MMACHC	MMACHC	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
MMACHC	MMACHC	Reflex Del/Dup Testing After MMA and Related Disorders Panel
MMACHC	MMACHC	MMACHC Del/Dup
MMACHC	MMACHC	MMACHC Gene Sequencing
MMACHC	MMACHC	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
MMACHC	MMACHC	Reflex Del/Dup Testing after Hyperammonemia Panel
MMACHC	MMACHC	MMADHC (C2ORF25)
MMACHC	MMACHC	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
MMACHC	MMACHC	Reflex Del/Dup Testing After MMA and Related Disorders Panel
MMACHC	MMACHC	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
MMACHC	MMACHC	Reflex Del/Dup Testing after Hyperammonemia Panel
MMACHC	MMACHC	MPC1 (BRP44L)
MMACHC	MMACHC	Combined Mito Genome Plus Mito Nuclear Gene Panel
MMACHC	MMACHC	Comprehensive Mitochondrial Nuclear Gene Panel
MMACHC	MMACHC	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
MPL	MPL	MPL Del/Dup
MPL	MPL	MPL Gene Sequencing
MPV17	MPV17	Combined Mito Genome Plus Mito Nuclear Gene Panel
MPV17	MPV17	Comprehensive Mitochondrial Nuclear Gene Panel
MPV17	MPV17	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
MPV17	MPV17	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
MPZ	MPZ	Demyelinating CMT Panel
MPZ	MPZ	Axonal CMT Panel
MPZ	MPZ	Core CMT Panel
MPZ	MPZ	Hereditary Neuropathy Panel
MRPL44	MRPL44	Combined Mito Genome Plus Mito Nuclear Gene Panel
MRPL44	MRPL44	Comprehensive Mitochondrial Nuclear Gene Panel
MRPS16	MRPS16	Combined Mito Genome Plus Mito Nuclear Gene Panel
MRPS16	MRPS16	Comprehensive Mitochondrial Nuclear Gene Panel
MRPS16	MRPS16	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
MRPS22	MRPS22	Combined Mito Genome Plus Mito Nuclear Gene Panel
MRPS22	MRPS22	Comprehensive Mitochondrial Nuclear Gene Panel
MRPS22	MRPS22	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
MSH2	MSH2	Endometrial Cancer Panel
MSH2	MSH2	Colorectal Cancer Panel
MSH2	MSH2	Pancreatic Cancer Panel
MSH2	MSH2	MSH2 Exons 1-7 Inversion Analysis
MSH2	MSH2	High/Moderate Risk Panel
MSH2	MSH2	Breast/Ovarian Cancer Panel
MSH2	MSH2	OncoGeneDx Custom Panel
MSH2	MSH2	Comprehensive Cancer Panel
MSH2	MSH2	Lynch/Colorectal High Risk Panel
MSH6	MSH6	Endometrial Cancer Panel
MSH6	MSH6	Colorectal Cancer Panel
MSH6	MSH6	Pancreatic Cancer Panel
MSH6	MSH6	High/Moderate Risk Panel
MSH6	MSH6	Breast/Ovarian Cancer Panel
MSH6	MSH6	OncoGeneDx Custom Panel
MSH6	MSH6	Comprehensive Cancer Panel
MSH6	MSH6	Lynch/Colorectal High Risk Panel
MTFMT	MTFMT	Combined Mito Genome Plus Mito Nuclear Gene Panel
MTFMT	MTFMT	Comprehensive Mitochondrial Nuclear Gene Panel
MTFMT	MTFMT	Mitochondrial Complex I Deficiency Nuclear Gene Panel
MTFMT	MTFMT	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
MTM1	MTM1	Neuromuscular Disorders Panel
MTMR2	MTMR2	Demyelinating CMT Panel
MTMR2	MTMR2	Hereditary Neuropathy Panel
ND1	MTND1	DCM/LVNC Sequencing Panel
ND1	MTND1	Comprehensive Cardiomyopathy Panel
ND5	MTND5	DCM/LVNC Sequencing Panel
ND5	MTND5	Comprehensive Cardiomyopathy Panel
ND6	MTND6	DCM/LVNC Sequencing Panel
ND6	MTND6	Comprehensive Cardiomyopathy Panel
MTO1	MTO1	Combined Mito Genome Plus Mito Nuclear Gene Panel
MTO1	MTO1	Comprehensive Mitochondrial Nuclear Gene Panel
MTO1	MTO1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
MTPAP	MTPAP	Combined Mito Genome Plus Mito Nuclear Gene Panel
MTPAP	MTPAP	Comprehensive Mitochondrial Nuclear Gene Panel
MTPAP	MTPAP	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
MTPAP	MTPAP	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
MTR	MTR	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
MTR	MTR	Reflex Del/Dup Testing After MMA and Related Disorders Panel
MTRR	MTRR	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
MTRR	MTRR	Reflex Del/Dup Testing After MMA and Related Disorders Panel
MTRR	MTRR	MTTD Mitochondrial
MTRR	MTRR	DCM/LVNC Sequencing Panel
MTRR	MTRR	Comprehensive Cardiomyopathy Panel
TRNG	MTTG	HCM Sequencing Panel
TRNG	MTTG	Comprehensive Cardiomyopathy Panel
TRNH	MTTH	DCM/LVNC Sequencing Panel
TRNH	MTTH	Comprehensive Cardiomyopathy Panel
TRNI	MTTI	HCM Sequencing Panel
TRNI	MTTI	DCM/LVNC Sequencing Panel
TRNI	MTTI	Comprehensive Cardiomyopathy Panel
TRNK	MTTK	HCM Sequencing Panel
TRNK	MTTK	DCM/LVNC Sequencing Panel
TRNK	MTTK	Comprehensive Cardiomyopathy Panel
TRNL1	MTTL1	DCM/LVNC Sequencing Panel
TRNL1	MTTL1	Comprehensive Cardiomyopathy Panel
TRNL2	MTTL2	DCM/LVNC Sequencing Panel
TRNL2	MTTL2	Comprehensive Cardiomyopathy Panel
TRNM	MTTM	DCM/LVNC Sequencing Panel
TRNM	MTTM	Comprehensive Cardiomyopathy Panel
TRNQ	MTTQ	HCM Sequencing Panel
TRNQ	MTTQ	DCM/LVNC Sequencing Panel
TRNQ	MTTQ	Comprehensive Cardiomyopathy Panel
TRNS1	MTTS1	DCM/LVNC Sequencing Panel
TRNS1	MTTS1	Comprehensive Cardiomyopathy Panel
TRNS2	MTTS2	DCM/LVNC Sequencing Panel
TRNS2	MTTS2	Comprehensive Cardiomyopathy Panel
MUT	MUT	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
MUT	MUT	Reflex Del/Dup Testing After MMA and Related Disorders Panel
MUT	MUT	MUT Del/Dup
MUT	MUT	MUT Exon 2 Sequencing
MUT	MUT	MUT Gene Sequencing
MUT	MUT	MUT Remaining Exons Sequencing
MUT	MUT	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
MUT	MUT	Reflex Del/Dup Testing after Hyperammonemia Panel
MUTYH	MUTYH	Endometrial Cancer Panel
MUTYH	MUTYH	Colorectal Cancer Panel
MUTYH	MUTYH	High/Moderate Risk Panel
MUTYH	MUTYH	OncoGeneDx Custom Panel
MUTYH	MUTYH	Comprehensive Cancer Panel
MUTYH	MUTYH	Lynch/Colorectal High Risk Panel
MVK	MVK	MVK Del/Dup
MVK	MVK	MVK Remaining Exons
MVK	MVK	MVK Select Exons
MVK	MVK	Periodic Fever Syndromes Panel (7 genes)
MYBPC3	MYBPC3	HCM Sequencing Panel
MYBPC3	MYBPC3	Cardiomyopathies Del/Dup Panel
MYBPC3	MYBPC3	DCM/LVNC Sequencing Panel
MYBPC3	MYBPC3	Comprehensive Cardiomyopathy Panel
MYCN	MYCN	MYCN Del/Dup
MYCN	MYCN	MYCN Gene Sequencing
MYCN	MYCN	Microcephaly Panel
MYH11	MYH11	Marfan Syndrome/TAAD Del/Dup Panel
MYH11	MYH11	Marfan/TAAD Sequencing & Del/Dup Panel
MYH11	MYH11	Marfan Syndrome/TAAD Sequencing Panel
MYH7	MYH7	HCM Sequencing Panel
MYH7	MYH7	Cardiomyopathies Del/Dup Panel
MYH7	MYH7	DCM/LVNC Sequencing Panel
MYH7	MYH7	Neuromuscular Disorders Panel
MYH7	MYH7	Comprehensive Cardiomyopathy Panel
MYL2	MYL2	HCM Sequencing Panel
MYL2	MYL2	Cardiomyopathies Del/Dup Panel
MYL2	MYL2	Comprehensive Cardiomyopathy Panel
MYL3	MYL3	HCM Sequencing Panel
MYL3	MYL3	Cardiomyopathies Del/Dup Panel
MYL3	MYL3	Comprehensive Cardiomyopathy Panel
MYLK2	MYLK2	Comprehensive Cardiomyopathy Panel
MYO7A	MYO7A	Usher Syndrome Del/Dup Panel
MYO7A	MYO7A	Usher Syndrome Panel
MYOC	MYOC	MYOC Del/Dup
MYOC	MYOC	MYOC Gene Sequencing
MYOT	MYOT	Limb-Girdle Muscular Dystrophy Panel
MYOT	MYOT	Neuromuscular Disorders Panel
MYOT	MYOT	Myofibrillar Myopathy Panel
MYOZ2	MYOZ2	Comprehensive Cardiomyopathy Panel
MYPN	MYPN	Comprehensive Cardiomyopathy Panel
MYPN	MYPN	NBack To Top
NAGLU	NAGLU	NAGLU Del/Dup
NAGLU	NAGLU	NAGLU Gene Sequencing
NAGLU	NAGLU	Sanfilippo/MPSIII Sequencing Panel
NAGS	NAGS	NAGS Del/Dup
NAGS	NAGS	NAGS Gene Sequencing
NAGS	NAGS	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
NAGS	NAGS	Reflex Del/Dup Testing after Hyperammonemia Panel
NBN	NBN	Breast/Ovarian Cancer Panel
NBN	NBN	OncoGeneDx Custom Panel
NBN	NBN	Comprehensive Cancer Panel
NBN	NBN	NCF1 (Exon 2)
NBN	NBN	NCF1 (Exon 2) Gene Sequencing
NBN	NBN	CGD Tier 1
NCF2	NCF2	NCF2 Del/Dup
NCF2	NCF2	NCF2 Gene Sequencing
NDE1	NDE1	Cortical Brain Malformations Panel
NDE1	NDE1	Comprehensive Brain Malformations Panel
NDP	NDP	NDP Del/Dup
NDP	NDP	NDP Gene Sequencing
NDP	NDP	NDP Gene Sequencing & Del/Dup (Females)
NDRG1	NDRG1	Demyelinating CMT Panel
NDRG1	NDRG1	Hereditary Neuropathy Panel
NDUFA1	NDUFA1	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFA1	NDUFA1	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFA1	NDUFA1	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFA1	NDUFA1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFA10	NDUFA10	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFA10	NDUFA10	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFA10	NDUFA10	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFA10	NDUFA10	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFA11	NDUFA11	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFA11	NDUFA11	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFA11	NDUFA11	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFA11	NDUFA11	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFA11	NDUFA11	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFA12	NDUFA12	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFA12	NDUFA12	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFA12	NDUFA12	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFA12	NDUFA12	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFA2	NDUFA2	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFA2	NDUFA2	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFA2	NDUFA2	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFA2	NDUFA2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFA9	NDUFA9	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFA9	NDUFA9	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFA9	NDUFA9	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFA9	NDUFA9	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFA9	NDUFA9	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFAF1	NDUFAF1	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFAF1	NDUFAF1	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFAF1	NDUFAF1	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFAF1	NDUFAF1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFAF2	NDUFAF2	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFAF2	NDUFAF2	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFAF2	NDUFAF2	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFAF2	NDUFAF2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFAF2	NDUFAF2	NDUFAF3 (C3ORF60)
NDUFAF2	NDUFAF2	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFAF2	NDUFAF2	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFAF2	NDUFAF2	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFAF2	NDUFAF2	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFAF2	NDUFAF2	NDUFAF4 (C6ORF66)
NDUFAF2	NDUFAF2	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFAF2	NDUFAF2	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFAF2	NDUFAF2	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFAF2	NDUFAF2	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFAF2	NDUFAF2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFAF2	NDUFAF2	NDUFAF7 (C2ORF56)
NDUFAF2	NDUFAF2	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFAF2	NDUFAF2	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFAF2	NDUFAF2	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFAF2	NDUFAF2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFB3	NDUFB3	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFB3	NDUFB3	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFB3	NDUFB3	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFB9	NDUFB9	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFB9	NDUFB9	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFB9	NDUFB9	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFS1	NDUFS1	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFS1	NDUFS1	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFS1	NDUFS1	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
NDUFS1	NDUFS1	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFS1	NDUFS1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFS1	NDUFS1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFS2	NDUFS2	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFS2	NDUFS2	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFS2	NDUFS2	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFS2	NDUFS2	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFS2	NDUFS2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFS3	NDUFS3	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFS3	NDUFS3	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFS3	NDUFS3	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFS3	NDUFS3	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFS3	NDUFS3	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFS4	NDUFS4	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFS4	NDUFS4	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFS4	NDUFS4	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFS4	NDUFS4	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFS4	NDUFS4	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFS6	NDUFS6	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFS6	NDUFS6	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFS6	NDUFS6	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFS6	NDUFS6	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFS6	NDUFS6	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFS7	NDUFS7	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFS7	NDUFS7	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFS7	NDUFS7	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFS7	NDUFS7	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFS7	NDUFS7	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFS8	NDUFS8	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFS8	NDUFS8	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFS8	NDUFS8	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFS8	NDUFS8	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFS8	NDUFS8	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFV1	NDUFV1	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFV1	NDUFV1	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFV1	NDUFV1	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFV1	NDUFV1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NDUFV1	NDUFV1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NDUFV2	NDUFV2	Combined Mito Genome Plus Mito Nuclear Gene Panel
NDUFV2	NDUFV2	Comprehensive Mitochondrial Nuclear Gene Panel
NDUFV2	NDUFV2	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NDUFV2	NDUFV2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NEB	NEB	NEB Exon 55 Deletion
NEB	NEB	Congenital Myopathies & Muscular Dystrophies Panel
NEB	NEB	ACTA1 Gene Sequencing & NEB Mutation Analysis
NEB	NEB	Neuromuscular Disorders Panel
NEBL	NEBL	Comprehensive Cardiomyopathy Panel
NEFL	NEFL	Demyelinating CMT Panel
NEFL	NEFL	Axonal CMT Panel
NEFL	NEFL	Hereditary Neuropathy Panel
NEU1	NEU1	NEU1 Del/Dup
NEU1	NEU1	NEU1 Gene Sequencing
NEXN	NEXN	DCM/LVNC Sequencing Panel
NEXN	NEXN	Comprehensive Cardiomyopathy Panel
NFIX	NFIX	Syndromic Macrocephaly/Overgrowth Panel
NFU1	NFU1	Combined Mito Genome Plus Mito Nuclear Gene Panel
NFU1	NFU1	Comprehensive Mitochondrial Nuclear Gene Panel
NFU1	NFU1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
NFU1	NFU1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
NGF	NGF	Hereditary Neuropathy Panel
NHEJ1	NHEJ1	Comprehensive SCID Panel
NHEJ1	NHEJ1	B-negative SCID Panel
NHLRC1	NHLRC1	Progressive Myoclonic Epilepsy Panel
NHLRC1	NHLRC1	Childhood-Onset Epilepsy Panel
NHLRC1	NHLRC1	Comprehensive Epilepsy Panel
NIPBL	NIPBL	NIPBL Del/Dup
NIPBL	NIPBL	NIPBL Remaining Exons Sequencing
NIPBL	NIPBL	NIPBL Select Exons Sequencing
NIPBL	NIPBL	Prenatal NIPBL Gene Sequencing and Del/Dup
NIPBL	NIPBL	Microcephaly Panel
NIPBL	NIPBL	NIPBL and SMC1A Sequencing and Del/Dup Panel
NKX2-5	NKX2.5	Comprehensive Arrhythmia Panel
NKX2-5	NKX2.5	NLRP3 (CIAS1)
NKX2-5	NKX2.5	NLRP3 Exon 3 Sequencing
NKX2-5	NKX2.5	Periodic Fever Syndromes Panel (7 genes)
NOBOX	NOBOX	Premature Ovarian Failure Sequencing Panel
NPC1	NPC1	NPC1 Del/Dup
NPC1	NPC1	NPC1 Gene Sequencing
NPC1	NPC1	NPC1/NPC2 Gene Sequencing
NPC2	NPC2	NPC2 Del/Dup
NPC2	NPC2	NPC2 Gene Sequencing
NPC2	NPC2	NPC1/NPC2 Gene Sequencing
NPHP1	NPHP1	Joubert Syndrome and Related Disorders Panel
NPHP1	NPHP1	Comprehensive Brain Malformations Panel
NR0B1	NR0B1	Hypogonadotropic Hypogonadism Gene Sequencing and Del/Dup Panel
NR0B1	NR0B1	NR0B1 (DAX1) Del/Dup
NR0B1	NR0B1	NR0B1 (DAX1) Gene Sequencing
NR0B1	NR0B1	Prenatal NR0B1 Gene Sequencing
NR2E3	NR2E3	NR2E3 Gene Sequencing
NR5A1	NR5A1	Premature Ovarian Failure Sequencing Panel
NR5A1	NR5A1	NR5A1 Del/Dup
NR5A1	NR5A1	NR5A1 Gene Sequencing
NR5A1	NR5A1	Prenatal NR5A1 Gene Sequencing
NRAS	NRAS	Prenatal Noonan Spectrum Disorders Panel
NRAS	NRAS	Noonan and RASopathies Panel
NRAS	NRAS	CBL/NRAS Gene Sequencing
NRAS	NRAS	Comprehensive Cardiomyopathy Panel
NRXN1	NRXN1	Rett/Angelman Syndrome Panel
NRXN1	NRXN1	Childhood-Onset Epilepsy Panel
NRXN1	NRXN1	Infantile Epilepsy Panel
NRXN1	NRXN1	Comprehensive Epilepsy Panel
NSD1	NSD1	Syndromic Macrocephaly/Overgrowth Panel
NSD1	NSD1	NSD1 Del/Dup
NSD1	NSD1	NSD1 Gene Sequencing & Del/Dup
NSD1	NSD1	NSMF (NELF)
NSD1	NSD1	Hypogonadotropic Hypogonadism Gene Sequencing and Del/Dup Panel
NTRK1	NTRK1	NTRK1 Del/Dup
NTRK1	NTRK1	NTRK1 Gene Sequencing
NTRK1	NTRK1	Hereditary Neuropathy Panel
NUBPL	NUBPL	Combined Mito Genome Plus Mito Nuclear Gene Panel
NUBPL	NUBPL	Comprehensive Mitochondrial Nuclear Gene Panel
NUBPL	NUBPL	Mitochondrial Complex I Deficiency Nuclear Gene Panel
NYX	NYX	NYX Gene Sequencing
NYX	NYX	OBack To Top
OCLN	OCLN	Cortical Brain Malformations Panel
OCLN	OCLN	Comprehensive Brain Malformations Panel
OCRL	OCRL	OCRL Del/Dup (Females)
OCRL	OCRL	OCRL Gene Sequencing
OCRL	OCRL	OFD1 (CXORF5)
OCRL	OCRL	OFD1 (CXORF5) Del/Dup
OCRL	OCRL	OFD1 Remaining Exons Sequencing
OCRL	OCRL	OFD1 Select Exons Sequencing
OPA1	OPA1	Combined Mito Genome Plus Mito Nuclear Gene Panel
OPA1	OPA1	Comprehensive Mitochondrial Nuclear Gene Panel
OPA1	OPA1	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
OPA1	OPA1	Mitochondrial Complex IV Deficiency Nuclear Gene Panel
OPA1	OPA1	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
OPA3	OPA3	Methylglutaconic Aciduria Nuclear Gene Panel
OPA3	OPA3	Combined Mito Genome Plus Mito Nuclear Gene Panel
OPA3	OPA3	Comprehensive Mitochondrial Nuclear Gene Panel
OPA3	OPA3	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
